incident_id,company_revenue_usd,country_hq,industry_primary,industry_secondary,employee_count,is_public_company,attack_vector_primary,attack_vector_secondary,attribution_confidence,data_compromised_records,data_type,systems_affected,downtime_hours,data_source_type,confidence_tier,incident_year,incident_month,incident_dow,days_to_discovery,days_to_disclosure,direct_loss_usd,direct_loss_method,ransom_demanded_usd,ransom_paid_usd,ransom_source,recovery_cost_usd,legal_fees_usd,regulatory_fine_usd,insurance_payout_usd,price_7d_before,price_disclosure_day,volume_avg_30d_baseline,sector_index,sector_return_same_period,earnings_announcement_within_7d,market_cap_at_disclosure,pre_incident_volatility_30d,severity_label
2025-0609-002,355100349.1,US,51,,754,False,supply_chain,,unknown,,,ERP,54.26,cybersecurity_firm,3,2025,6,0,7,94,85224083.78,disclosed,,,,60761582.12,28619458.98,,,,,,,,,,,critical
2023-1224-001,4238549533.21,AE,92,,60890,False,apt,,unknown,9185.0,mixed,"payment_systems,cloud_infrastructure,SSO,ERP,HR_systems",17.41,sec_filing,1,2023,12,6,61,64,44000000.0,estimated,,,,29803335.13,11953753.26,,17600049.26,,,,,,,,,critical
2025-0305-001,3339458178.45,US,54,,12117,True,phishing,malware,probable,10570.0,PII,"VPN,customer_database,CRM,ERP,manufacturing_OT",,cybersecurity_firm,3,2025,3,2,6,33,9853235.18,estimated,,,,11389902.95,1745650.22,,5083713.23,27.05,24.38,1853786.0,S&P 500,17.377,False,25137883439.45,32.817,high
2025-0917-002,1610127531.42,GB,52,,6399,False,phishing,,,9803.0,PII,"website,file_servers,manufacturing_OT",,sec_filing,1,2025,9,2,11,40,3389995.65,estimated,,,,2444707.0,1131065.35,,3448958.67,,,,,,,,,medium
2025-1014-001,256025406.49,ES,21,62,612,False,phishing,,probable,,,"HR_systems,SSO,payment_systems",,sec_filing,1,2025,10,1,90,11,1954679.82,estimated,,,,1364827.06,498036.25,,,,,,,,,,,low
2024-0313-001,93267119.78,KR,61,52,1045,False,ddos,,confirmed,,,"VPN,payment_systems,backup_systems,customer_database,SSO",,cybersecurity_firm,3,2024,3,2,1,51,8394040.78,calculated,,,,8668044.8,1216446.32,,6107780.2,,,,,,,,,high
2024-0717-001,8704124541.26,AU,52,,21925,True,ransomware,,suspected,7154.0,mixed,"active_directory,payment_systems,VPN,customer_database",267.6,company_pr,2,2024,7,2,33,48,10800000.0,disclosed,803538.12,,,6558079.07,1381095.36,,,55.03,53.82,4248483.0,S&P 500 Financials,20.275,False,30419361901.04,16.848,high
2021-0604-001,33104092300.77,SG,52,,96384,False,ransomware,backdoor,,1007993.0,health,"customer_database,manufacturing_OT,SSO,payment_systems",,company_pr,1,2021,6,4,16,55,163775415.28,estimated,1201554.74,,,112696096.76,32949142.21,,185021304.44,,,,,,,,,critical
2025-1030-001,52421076107.85,GB,52,,234687,False,data_breach,,suspected,,,"cloud_infrastructure,website",,cybersecurity_firm,3,2025,10,3,31,8,13000000.0,estimated,,,,10865931.44,2457156.25,,6038321.79,,,,,,,,,high
2021-0401-001,4016745635.85,CZ,22,54,6840,True,ransomware,apt,,1000.0,PII,"SCADA,manufacturing_OT",3.79,company_pr,2,2021,4,3,6,4,3600000.0,estimated,207162.48,51054.02,court filing,3942663.36,1000231.07,,,,,,,,,,,medium
2024-0117-001,35607446.26,US,51,,67,True,data_breach,phishing,unknown,1002.0,health,"website,manufacturing_OT,email,SSO",,gdpr_notification,1,2024,1,2,8,13,1300000.0,disclosed,,,,1276989.44,135271.12,,1183348.33,11.29,10.77,6170979.0,S&P 500 Information Technology,-19.971,False,92675501.61,26.369,low
2022-0124-001,246142854.7,US,52,,955,True,ddos,ransomware,confirmed,,,"file_servers,website",31.08,sec_filing,1,2022,1,0,1,64,6000000.0,calculated,,,,3338120.07,1710061.97,,,14.32,13.88,13478087.0,S&P 500 Financials,-4.347,False,1104838604.03,2.764,medium
2024-0517-002,291598506.99,CA,22,51,573,False,malware,,probable,422226.0,credentials,"cloud_infrastructure,file_servers,customer_database",67.88,gdpr_notification,1,2024,5,4,34,14,15635465.32,disclosed,,,,16997375.84,2050507.39,1281168.77,,,,,,,,,,high
2023-0218-001,8659396600.17,AE,21,,28672,True,malware,,,246915.0,mixed,"VPN,backup_systems,file_servers,CRM,manufacturing_OT",239.75,verified_media,4,2023,2,5,11,62,5000000.0,disclosed,,,,5413093.72,262934.27,50000.0,,118.06,120.3,2020550.0,S&P 500 Energy,-11.488,False,45675120973.7,22.909,medium
2021-0429-001,3250111407.34,GB,61,52,31068,False,phishing,backdoor,probable,1046542.0,financial,backup_systems,,cybersecurity_firm,3,2021,4,3,30,46,4347132.85,disclosed,,,,2176341.02,362538.91,,,,,,,,,,,medium
2022-1231-001,13786299333.98,BR,31-33,,46925,True,data_breach,,,340112.0,credentials,"cloud_infrastructure,HR_systems,active_directory,manufacturing_OT",,company_pr,1,2022,12,5,4,10,1300000.0,disclosed,,,,491254.92,395030.05,,,99.11,93.82,3321379.0,S&P 500 Industrials,6.803,False,59559258512.95,31.183,low
2022-1030-002,71699114.39,NL,31-33,,294,False,phishing,ddos,suspected,28399.0,mixed,"website,cloud_infrastructure,email",,company_pr,2,2022,10,6,30,33,5171764.66,disclosed,,,,4127623.77,1513985.28,,5185669.97,,,,,,,,,medium
2024-0118-001,163745893.53,AT,51,,345,False,phishing,supply_chain,,851034.0,mixed,"website,file_servers,active_directory",,verified_media,4,2024,1,3,91,16,731168.25,calculated,,,,818983.09,177463.25,,,,,,,,,,,low
2022-0618-001,230957075.14,US,56,,3919,False,phishing,malware,,,,"active_directory,email,CRM,file_servers",,verified_media,4,2022,6,5,30,17,27714849.02,calculated,,,,8684365.64,2979273.01,,,,,,,,,,,high
2024-1001-001,16435381465.2,US,52,61,79862,True,backdoor,,probable,,,manufacturing_OT,,company_pr,2,2024,10,1,93,5,47300000.0,calculated,,,,39796027.64,2638550.35,,,189.44,176.95,82898.0,S&P 500 Financials,-84.0,False,102070534532.84,13.349,critical
2023-1125-001,46670843.25,FR,51,,145,False,ddos,,,,,active_directory,5.83,verified_media,3,2023,11,5,8,35,4200375.89,estimated,,,,4172463.53,1259596.43,,6003542.76,,,,,,,,,medium
2024-0622-001,4173166921.84,DE,62,,23237,False,supply_chain,ddos,suspected,,,"SSO,ERP,customer_database,cloud_infrastructure",9.88,cybersecurity_firm,3,2024,6,5,181,37,6400000.0,calculated,,,,4117354.7,1569844.62,,4967359.49,,,,,,,,,medium
2023-0508-001,33203239811.6,AU,52,,82705,True,phishing,,probable,16114541.0,PII,"SSO,VPN",,verified_media,4,2023,5,0,4,69,1600000.0,estimated,,,,1596666.48,545674.88,,,,,,,,,,,low
2025-0331-002,287457397.46,US,52,,1080,True,phishing,,confirmed,61515.0,financial,"SCADA,active_directory,customer_database,website,file_servers",,company_pr,2,2025,3,0,1,92,4266854.53,calculated,,,,3415105.47,807277.76,,,,,,,,,,,medium
2024-0320-003,1036557614.35,US,92,,9586,False,ddos,,,,,"customer_database,SSO,SCADA,CRM",236.54,verified_media,4,2024,3,2,183,1,4357942.05,calculated,,,,2812485.03,426776.18,,,,,,,,,,,medium
2024-0129-001,4988447431.27,KR,31-33,,34304,True,ransomware,,suspected,41115.0,financial,"SSO,VPN,manufacturing_OT,email,HR_systems",,company_pr,2,2024,1,0,15,17,93600000.0,disclosed,518019.92,168983.93,congressional testimony,80196997.13,28559799.91,75949.93,47509153.25,60.92,58.19,1264115.0,S&P 500 Industrials,9.539,False,34934527631.6,18.598,critical
2023-1001-002,207857730.79,KR,61,,3553,False,apt,,,10617.0,financial,"ERP,VPN,cloud_infrastructure,HR_systems,email",,cybersecurity_firm,3,2023,10,6,15,50,52510261.23,estimated,,,,15821869.97,8081067.64,,,,,,,,,,,critical
2022-1028-001,301688403.56,US,31-33,,951,True,ddos,phishing,,,,"customer_database,backup_systems,ERP,manufacturing_OT,email",73.75,sec_filing,1,2022,10,4,7,50,270755.14,estimated,,,,118156.62,39668.01,,272325.19,,,,,,,,,low
2025-0810-002,23784797536.89,AU,62,,198045,True,phishing,,suspected,5778.0,credentials,"SSO,website,ERP",,sec_filing,1,2025,8,6,18,54,3432876.34,estimated,,,,2275825.69,475730.01,,,120.32,114.23,142342.0,S&P 500 Health Care,6.591,False,159962092369.37,39.934,medium
2025-0712-001,32208739029.21,PL,51,56,96399,True,ransomware,,probable,492158.0,mixed,"active_directory,email,file_servers,SSO,backup_systems",41.24,verified_media,4,2025,7,5,92,7,35630751.16,calculated,3273209.84,1948874.15,company statement,15758470.5,3919713.87,,,446.58,394.22,2105850.0,S&P 500 Information Technology,25.862,False,174968719462.58,30.805,critical
2025-0619-001,6510445976.28,ZA,51,,12617,True,phishing,,confirmed,15801.0,mixed,"payment_systems,manufacturing_OT",,company_pr,1,2025,6,3,10,9,107562751.82,disclosed,,,,102534422.34,36069911.21,,,43.35,41.61,2684492.0,S&P 500 Information Technology,-6.789,False,29241847479.31,2.718,critical
2024-0722-002,19179621224.81,AT,62,,133718,True,phishing,,probable,19956.0,IP,"cloud_infrastructure,active_directory,manufacturing_OT,email,file_servers",,cybersecurity_firm,3,2024,7,0,19,66,2315633.8,disclosed,,,,1444706.87,455394.1,2089989.66,,203.21,196.47,1811238.0,S&P 500 Health Care,23.373,False,105670270726.19,16.839,medium
2022-0602-001,77156968.37,BE,62,,621,False,ransomware,,probable,491707.0,PII,"file_servers,active_directory,SCADA,CRM",7.58,gdpr_notification,1,2022,6,3,14,38,871685.76,disclosed,3033427.31,,,500183.7,208378.53,7412173.16,,,,,,,,,,medium
2025-0323-001,45642240866.38,US,51,,97390,True,ransomware,,,2452.0,mixed,"active_directory,CRM,ERP",46.67,company_pr,2,2025,3,6,0,13,60694967.59,calculated,2021727.16,,,66756553.33,17854048.68,,72812639.44,293.46,291.45,84886.0,S&P 500 Information Technology,15.194,False,198091569425.31,3.097,critical
2021-0920-001,227876159.23,US,92,,2369,False,ransomware,,suspected,,,"manufacturing_OT,email,active_directory,CRM",264.05,gdpr_notification,1,2021,9,0,64,5,12882652.5,disclosed,75000000.0,34254858.97,FBI disclosure,4452576.59,2742729.26,,3851695.46,,,,,,,,,critical
2025-0108-001,10092452867.3,US,62,61,64897,False,phishing,,,16129.0,mixed,"payment_systems,customer_database,HR_systems",,verified_media,4,2025,1,2,33,33,42951522.17,calculated,,,,18821716.53,5077183.53,,25397689.74,,,,,,,,,critical
2025-1203-001,466255284.86,NL,51,,988,True,apt,,suspected,39632.0,mixed,"SSO,active_directory,CRM,manufacturing_OT,payment_systems",43.94,gdpr_notification,1,2025,12,2,11,64,21113963.77,calculated,,,,16398539.09,6715438.88,,17705611.18,8.22,7.95,1063576.0,S&P 500 Information Technology,-8.997,False,2436583723.73,11.077,high
2022-1005-001,2952266333.94,US,52,,7820,True,trojan,,confirmed,8896.0,PII,"manufacturing_OT,SCADA,HR_systems,email,cloud_infrastructure",,cybersecurity_firm,3,2022,10,2,33,11,1765088.77,estimated,,,,1363727.46,544306.37,,,43.59,41.54,2726223.0,S&P 500 Financials,-12.266,False,19941790047.9,29.466,low
2022-0123-001,333985997.49,US,11,,2244,False,apt,,suspected,65755.0,mixed,website,84.25,verified_media,4,2022,1,6,11,31,220000.0,estimated,,,,220039.59,28622.63,,166846.96,,,,,,,,,low
2022-0805-001,154301550.62,US,53,,598,False,ransomware,backdoor,probable,1000.0,mixed,"file_servers,cloud_infrastructure,CRM,customer_database",89.19,company_pr,2,2022,8,4,33,90,10876161.56,disclosed,75000000.0,31914274.47,congressional testimony,5751972.68,1351163.78,,11207703.08,,,,,,,,,high
2024-0718-003,805767599.21,FR,52,,2954,True,phishing,,,43042.0,IP,"email,file_servers,backup_systems,customer_database",,gdpr_notification,1,2024,7,3,1,24,40000000.0,estimated,,,,44016931.16,10462800.79,1233275.24,,10.14,10.19,2540761.0,S&P 500 Financials,22.637,True,3186086076.17,22.465,critical
2022-1029-001,366640559.44,NO,31-33,,2283,True,data_breach,,,139803.0,IP,"SCADA,ERP,file_servers,customer_database",,cybersecurity_firm,2,2022,10,5,14,63,130000.0,estimated,,,,110643.84,19559.35,,62801.04,5.3,5.48,5234815.0,S&P 500 Industrials,-3.274,False,1667240347.37,17.236,low
2024-0826-001,65000354.07,US,61,,589,False,ddos,ransomware,probable,,,manufacturing_OT,440.38,cybersecurity_firm,3,2024,8,0,32,9,2931155.2,estimated,,,,1751663.14,545905.54,,,,,,,,,,,low
2022-1125-001,22196304197.85,US,62,,196803,True,data_breach,phishing,,36113.0,financial,"manufacturing_OT,active_directory",,gdpr_notification,1,2022,11,4,2,31,1017612.75,estimated,,,,738988.44,327135.25,,909393.02,284.2,292.97,888838.0,S&P 500 Health Care,-16.683,False,93383829906.64,13.157,low
2024-0708-001,330316664.42,DE,52,,1036,True,apt,,,1652.0,credentials,"manufacturing_OT,file_servers,CRM,website,customer_database",774.73,verified_media,4,2024,7,0,4,49,18700660.47,estimated,,,,15544249.55,2261083.13,,,13.86,13.87,506954.0,S&P 500 Financials,4.855,False,1812791004.94,34.436,high
2022-1125-002,31946109067.53,DE,44-45,,389373,True,ransomware,,,29694.0,mixed,"customer_database,CRM,SCADA,VPN",32.36,gdpr_notification,1,2022,11,4,8,55,24323194.8,disclosed,1315161.07,,,19801446.86,2045010.85,,20814017.06,257.77,243.29,2412239.0,S&P 500 Consumer Discretionary,10.025,False,233481597897.72,1.116,high
2025-0726-001,760243296.15,US,92,,7640,False,ddos,,suspected,,,"backup_systems,CRM,file_servers,payment_systems,manufacturing_OT",36.52,sec_filing,1,2025,7,5,90,46,6000000.0,estimated,,,,6801603.28,1770444.06,,5566015.33,,,,,,,,,medium
2024-0528-001,5757155731.58,US,52,,22669,True,ddos,,confirmed,,,"active_directory,cloud_infrastructure",,sec_filing,1,2024,5,1,2,52,1678276.25,disclosed,,,,932388.19,108023.15,,863883.96,32.77,32.66,162904.0,S&P 500 Financials,24.671,False,42872729127.3,20.767,low
2024-0130-001,20948174181.57,GB,31-33,,69190,True,data_breach,,,,,"VPN,manufacturing_OT,payment_systems",,verified_media,4,2024,1,1,0,40,2562448.06,calculated,,,,2892704.6,213629.96,,,270.02,269.11,253034.0,S&P 500 Industrials,7.075,False,57589271830.99,31.603,low
2022-0409-001,132367926.51,AT,51,,435,False,ransomware,,,22504.0,financial,backup_systems,394.04,verified_media,4,2022,4,5,11,34,2906674.89,estimated,387216.37,,,2735371.56,432596.1,,,,,,,,,,,low
2021-1202-001,2539762405.74,IT,92,,20579,False,trojan,,suspected,27934.0,mixed,"website,VPN,file_servers,cloud_infrastructure",,verified_media,4,2021,12,3,10,37,8100000.0,calculated,,,,6401090.87,1081165.38,,,,,,,,,,,medium
2024-0702-001,157496280.88,IL,71,,957,False,backdoor,,probable,,,"file_servers,cloud_infrastructure,email",,sec_filing,1,2024,7,1,94,38,4124144.31,estimated,,,,3523539.78,405068.12,,2292430.32,,,,,,,,,medium
2021-0117-001,326937106.57,JP,52,,1233,True,ransomware,,,20656.0,health,"backup_systems,email,active_directory,customer_database,cloud_infrastructure",40.54,sec_filing,1,2021,1,6,10,49,2827335.54,calculated,2193976.56,1738883.24,blockchain analysis,2387941.53,474124.37,,,6.7,6.63,9909525.0,S&P 500 Financials,-2.252,False,1378665829.57,30.143,medium
2024-0623-001,12182824266.71,US,51,,37418,True,malware,,suspected,64102.0,IP,"VPN,customer_database,website,email,payment_systems",10.64,gdpr_notification,1,2024,6,6,17,8,46147362.4,calculated,,,,28494583.48,11689299.9,,16414999.42,104.53,101.34,2490315.0,S&P 500 Information Technology,21.068,False,71740032643.89,21.724,critical
2022-0312-001,201949072.96,IN,51,62,714,False,supply_chain,,probable,,,email,138.17,gdpr_notification,1,2022,3,5,12,34,12085065.57,calculated,,,,7758497.02,1360869.42,,,,,,,,,,,high
2025-0912-001,53031152845.64,US,21,,87212,True,ddos,,probable,,,"VPN,file_servers,customer_database,CRM",25.8,verified_media,4,2025,9,4,18,8,106138965.14,estimated,,,,103616449.39,24844851.57,,86953042.73,624.04,557.06,462764.0,S&P 500 Energy,8.374,False,233735627224.68,22.537,critical
2024-1110-001,22486315765.24,MX,31-33,,113755,True,ddos,trojan,,,,customer_database,799.58,cybersecurity_firm,3,2024,11,6,15,11,1800000.0,estimated,,,,869851.1,440854.23,,1170843.9,263.05,259.88,3893168.0,S&P 500 Industrials,1.317,False,63632967410.08,32.582,low
2021-0918-002,1199093241.74,FR,55,,2170,True,phishing,,unknown,53527.0,mixed,"customer_database,email,manufacturing_OT,file_servers,active_directory",,gdpr_notification,1,2021,9,5,6,36,2400000.0,estimated,,,,2663201.36,635084.55,,,15.43,14.3,1233023.0,S&P 500,-752.0,False,5518858775.11,23.742,low
2021-0726-001,2208814271.53,US,42,,6451,False,ransomware,,unknown,2103586.0,PII,active_directory,,cybersecurity_firm,3,2021,7,0,16,21,16200000.0,calculated,1263070.28,,,7804644.4,1778142.23,,4404788.3,,,,,,,,,high
2023-0511-001,5172099008.28,FR,51,,9362,True,backdoor,,unknown,,,"HR_systems,SCADA,VPN,manufacturing_OT,customer_database",,gdpr_notification,1,2023,5,3,11,8,45100000.0,estimated,,,,48802992.03,2313185.31,,21726811.17,46.15,45.78,163197.0,S&P 500 Information Technology,-1.177,False,39405962513.86,1.023,critical
2021-0822-001,24806189094.88,US,51,72,71369,True,apt,,,,,"payment_systems,customer_database,file_servers,SSO,cloud_infrastructure",161.19,sec_filing,1,2021,8,6,61,32,52922058.82,calculated,,,,48824071.0,9743510.84,,,267.86,257.16,3262281.0,S&P 500 Information Technology,-52.0,False,96327287058.91,14.844,critical
2023-1231-001,11221957962.99,AU,62,,63452,True,ransomware,malware,suspected,15959.0,credentials,file_servers,75.69,verified_media,4,2023,12,6,10,32,103818576.6,calculated,516779.65,,,97834162.53,16345922.37,,,,,,,,,,,critical
2025-1221-001,5939133834.19,IE,31-33,,23797,True,ransomware,,unknown,285219.0,PII,"payment_systems,email",83.12,cybersecurity_firm,3,2025,12,6,6,19,72206371.42,estimated,4218899.44,3307998.07,congressional testimony,80771391.19,11871942.43,,,84.29,85.78,6966730.0,S&P 500 Industrials,27.166,False,25303881743.01,17.273,critical
2021-0212-001,2062558088.07,US,72,,20810,True,phishing,,,1426.0,PII,SSO,,gdpr_notification,1,2021,2,4,2,36,12824044.42,disclosed,,,,12254989.62,2201385.9,,15915041.55,29.24,26.62,2273119.0,S&P 500 Consumer Discretionary,5.736,True,11685123769.37,30.279,high
2024-0611-001,52582685195.12,US,31-33,,245348,True,supply_chain,,suspected,,,manufacturing_OT,,sec_filing,1,2024,6,1,30,8,1065993039.77,disclosed,,,,1238193046.89,329276369.95,,517228560.71,279.75,257.85,16626234.0,S&P 500 Industrials,-10.953,False,127167190920.99,15.885,critical
2023-0403-001,24618918248.75,US,52,,72647,True,data_breach,,confirmed,,,customer_database,,verified_media,4,2023,4,0,2,17,48551604.06,estimated,,,,23666516.59,11836025.16,,23299217.83,,,,,,,,,critical
2024-0802-001,759921515.2,IE,44-45,,11205,False,phishing,,,94431.0,mixed,"HR_systems,customer_database,active_directory,cloud_infrastructure",,gdpr_notification,1,2024,8,4,11,11,800000.0,estimated,,,,758926.3,183011.37,,405161.61,,,,,,,,,low
2022-0626-001,335366453.02,AU,52,55,1278,False,apt,malware,,218610.0,credentials,HR_systems,65.79,gdpr_notification,1,2022,6,6,35,9,33571271.12,disclosed,,,,31872418.8,10799686.26,258483.88,49320265.9,,,,,,,,,critical
2022-0811-001,961086323.27,NO,48-49,,4514,False,malware,,probable,82381.0,financial,payment_systems,47.12,cybersecurity_firm,3,2022,8,3,63,70,11757358.89,disclosed,,,,12470806.65,2054245.04,572807.3,,,,,,,,,,high
2025-0327-001,86121642.08,MX,22,,157,False,data_breach,phishing,suspected,1925816.0,PII,SCADA,,verified_media,4,2025,3,3,62,62,16793720.21,calculated,,,,13197640.59,5463091.06,3795769.83,17314159.81,,,,,,,,,high
2024-0504-001,16665382912.81,DE,44-45,,255533,False,ransomware,phishing,probable,81523.0,financial,CRM,114.49,gdpr_notification,1,2024,5,5,16,11,28520786.09,calculated,1873406.19,,,16788016.98,4916985.51,,24438527.82,,,,,,,,,high
2025-0820-001,86496023.56,BE,52,,419,True,ransomware,,,111293.0,PII,"SCADA,ERP,VPN,file_servers",104.99,company_pr,2,2025,8,2,8,36,3600000.0,calculated,630577.38,,,3485380.07,742402.5,,,,,,,,,,,medium
2022-0611-001,15995150001.01,US,44-45,,91967,False,ransomware,,,16069.0,PII,"HR_systems,file_servers,payment_systems,backup_systems",90.8,verified_media,4,2022,6,5,17,45,20360159.43,disclosed,181814.01,130444.51,blockchain analysis,6685739.92,4378492.5,1845903.45,,,,,,,,,,high
2023-0904-001,2940335850.68,CH,51,,5675,True,ransomware,,unknown,9800.0,financial,"SSO,SCADA,file_servers,ERP,customer_database",10.85,verified_media,4,2023,9,0,1,3,20974890.16,calculated,1993529.78,950269.96,insurance claim record,12982153.68,1719217.9,,,29.12,27.47,145883.0,S&P 500 Information Technology,16.472,True,21339050234.53,15.277,high
2021-0823-001,120192837228.98,CA,51,,230435,False,supply_chain,malware,probable,,,"website,active_directory,payment_systems,cloud_infrastructure",25.83,cybersecurity_firm,3,2021,8,0,14,32,22339127.27,estimated,,,,14775279.79,2638339.23,,,,,,,,,,,high
2024-1031-001,386002286.79,AU,51,,1022,False,malware,,confirmed,3865675.0,credentials,manufacturing_OT,22.03,company_pr,2,2024,10,3,6,7,57900343.02,estimated,,,,30504211.34,12909769.45,,,,,,,,,,,critical
2021-0909-001,702789862.02,GB,61,,6524,False,data_breach,,,19293.0,mixed,"ERP,cloud_infrastructure,website,HR_systems",,verified_media,4,2021,9,3,3,36,137044023.09,disclosed,,,,148015854.85,23890243.33,,109757732.32,,,,,,,,,critical
2025-0927-001,476931540.14,DE,44-45,52,4195,False,ddos,malware,suspected,,,"file_servers,website,VPN,HR_systems",19.71,gdpr_notification,1,2025,9,5,95,39,7808972.94,estimated,,,,7800167.75,1570045.89,,10888906.17,,,,,,,,,high
2022-0108-001,756118865.86,IN,62,,4775,True,trojan,supply_chain,,12997.0,credentials,"email,CRM,SCADA",,gdpr_notification,1,2022,1,5,5,7,819446.01,estimated,,,,907560.53,155889.3,,,10.42,9.67,1734375.0,S&P 500 Health Care,-833.0,False,3009678508.77,27.493,low
